regimen,universida,univ_c,unidad_aca,unac_c,anexo_c,unicue,cui,telef,fax,web,direccion_norm,calle,altura,WKT_gkba,barrio,comuna,codigo_postal,codigo_postal_argentino,long,lat
Privado,Universidad Argentina John F. Kennedy,22,Escuela de Relaciones Públicas,196,0,2219600,2481,5236-1200,5236-1200,,Bartolomé Mitre 1411,Bartolomé Mitre ,1411,POINT (-58.3864416149974 -34.6075104253149),San Nicolas,Comuna 1,1037,C1037ABA,-58.3864416149974,-34.6075104253149
Privado,Universidad Argentina John F. Kennedy,22,Escuela de Servicio Social,197,0,2219700,2481,5236-1200,5236-1200,,Bartolomé Mitre 1411,Bartolomé Mitre ,1411,POINT (-58.3864416149974 -34.6075104253149),San Nicolas,Comuna 1,1037,C1037ABA,-58.3864416149974,-34.6075104253149
Privado,Universidad Argentina John F. Kennedy,22,Escuela de Sistemas,198,0,2219800,2481,5236-1200,5236-1200,,Bartolomé Mitre 1411,Bartolomé Mitre ,1411,POINT (-58.3864416149974 -34.6075104253149),San Nicolas,Comuna 1,1037,C1037ABA,-58.3864416149974,-34.6075104253149
Privado,Universidad Argentina John F. Kennedy,22,Escuela Psicología,199,0,2219900,2481,5236-1200,5236-1200,,Bartolomé Mitre 1411,Bartolomé Mitre ,1411,POINT (-58.3864416149974 -34.6075104253149),San Nicolas,Comuna 1,1037,C1037ABA,-58.3864416149974,-34.6075104253149
Privado,Universidad CAECE,23,Rectorado,1,0,2300100,2483,5252-2817 (C)5252-2800,5217-7886,www.caece.edu.ar,Junín 516,Junín ,516,POINT (-58.3970854586574 -34.6031031020606),Balvanera,Comuna 3,1026,C1026ABL,-58.3970854586574,-34.6031031020606
Privado,Universidad CAECE,23,Área de Educación a Distancia,39,0,2303900,2483,5252-2811 (C)52522800,5252-2811,,Junín 516,Junín ,516,POINT (-58.3970854586574 -34.6031031020606),Balvanera,Comuna 3,1026,C1026ABL,-58.3970854586574,-34.6031031020606
Privado,Universidad CAECE,23,Área de Organización y Sistemas,41,0,2304100,2483,5252-2811 (C)52522800,5252-2811,,Junín 516,Junín ,516,POINT (-58.3970854586574 -34.6031031020606),Balvanera,Comuna 3,1026,C1026ABL,-58.3970854586574,-34.6031031020606
Privado,Universidad CAECE,23,Área de Relaciones Institucionales,42,0,2304200,2483,5252-2811 (C)52522800,5252-2811,,Junín 516,Junín ,516,POINT (-58.3970854586574 -34.6031031020606),Balvanera,Comuna 3,1026,C1026ABL,-58.3970854586574,-34.6031031020606
Privado,Universidad CAECE,23,Departamento de Administración,77,0,2307700,2484,4328-5226,4328-5226,,Tte. Gral. Juan Domingo Perón 555,Tte. Gral. Juan Domingo Perón ,555,POINT (-58.3745220119747 -34.6055667474038),San Nicolas,Comuna 1,1038,C1038AAK,-58.3745220119747,-34.6055667474038
Privado,Universidad CAECE,23,Departamento de Ciencias Biológicas,93,0,2309300,2483,5252-2809,5252-2809,,Junín 516,Junín ,516,POINT (-58.3970854586574 -34.6031031020606),Balvanera,Comuna 3,1026,C1026ABL,-58.3970854586574,-34.6031031020606
Privado,Universidad CAECE,23,Departamento de Filisofía,113,0,2311300,2483,5252-2811 (C)52522800,5252-2811,,Junín 516,Junín ,516,POINT (-58.3970854586574 -34.6031031020606),Balvanera,Comuna 3,1026,C1026ABL,-58.3970854586574,-34.6031031020606
Privado,Universidad CAECE,23,Departamento de Humanidades y Ciencias Siciales,117,0,2311700,2483,(C)5252-2800,(C)5252-2800,,Junín 516,Junín ,516,POINT (-58.3970854586574 -34.6031031020606),Balvanera,Comuna 3,1026,C1026ABL,-58.3970854586574,-34.6031031020606
Privado,Universidad CAECE,23,Departamento de Matemática,132,0,2313200,2482,5217-7878,5217-7887,,Av. de Mayo 866,Av. de Mayo ,866,POINT (-58.3787353007636 -34.6090389607086),Monserrat,Comuna 1,1084,C1084AAQ,-58.3787353007636,-34.6090389607086
Privado,Universidad CAECE,23,Departamento de Psicología y Ciencias Pedagógicas,142,0,2314200,2483,5252-2822,5252-2822,,Junín 516,Junín ,516,POINT (-58.3970854586574 -34.6031031020606),Balvanera,Comuna 3,1026,C1026ABL,-58.3970854586574,-34.6031031020606
Privado,Universidad CAECE,23,Departamento de Sistemas,149,0,2314900,2482,5217-7878,5217-7887,,Av. de Mayo 866,Av. de Mayo ,866,POINT (-58.3787353007636 -34.6090389607086),Monserrat,Comuna 1,1084,C1084AAQ,-58.3787353007636,-34.6090389607086
Privado,Universidad Católica de La Plata,24,Delegación Rectoral en Buenos Aires,66,0,2406600,2485,4826-7026,4826-7026,,Bartolomé Mitre 2162,Bartolomé Mitre ,2162,POINT (-58.3971748257388 -34.6084533241628),Balvanera,Comuna 3,1039,C1039AAH,-58.3971748257388,-34.6084533241628
Privado,Universidad Católica de Salta,25,Subsede Académica Buenos Aires,309,0,2530900,2486,4894-0128,,,25 de Mayo 457, de Mayo ,25,POINT (-58.3710258021412 -34.6024592886969),San Nicolas,Comuna 1,1002,C1002ABA,-58.3710258021412,-34.6024592886969
Privado,Universidad de Belgrano,26,Rectorado,1,0,2600100,2559,4576-3928(C)4788-5400,4576-3923,www.ub.edu.ar,Zabala 1837,Zabala ,1837,POINT (-58.3715880886931 -34.5866795404173),Retiro,Comuna 1,1426,C1426DQG,-58.3715880886931,-34.5866795404173
Privado,Universidad de Belgrano,26,Facultad de Ciencias Económicas,2,0,2600200,2559,4788-5400 Internos 3200/3201,,,Zabala 1837,Zabala ,1837,POINT (-58.3715880886931 -34.5866795404173),Retiro,Comuna 1,1426,C1426DQG,-58.3715880886931,-34.5866795404173
Privado,Universidad de Belgrano,26,Facultad de Ciencias de la Salud,9,0,2600900,2489,4511-4700/4701,,,Villanueva 1324,Villanueva ,1324,POINT (-58.4428478865786 -34.5655427924367),Palermo,Comuna 14,1426,C1426BMJ,-58.4428478865786,-34.5655427924367
Privado,Universidad de Belgrano,26,Facultad de Ingeniería y Tecnología Informática,12,0,2601200,2487,511-4716/4707,,,Federico Lacroze 1955,Federico Lacroze ,1955,POINT (-58.4410513505111 -34.5658138180948),Palermo,Comuna 14,1426,C1426CPE,-58.4410513505111,-34.5658138180948
Privado,Universidad de Belgrano,26,Facultad de Ingeniería y Tecnología Informática,12,1,2601201,2489,4511-4735/4736,,,Villanueva 1324,Villanueva ,1324,POINT (-58.4428478865786 -34.5655427924367),Palermo,Comuna 14,1426,C1426BMJ,-58.4428478865786,-34.5655427924367
Privado,Universidad de Belgrano,26,Facultad de Ciencias Agrarias,13,0,2601300,2487,4511-4703/4708,,,Federico Lacroze 1955,Federico Lacroze ,1955,POINT (-58.4410513505111 -34.5658138180948),Palermo,Comuna 14,1426,C1426CPE,-58.4410513505111,-34.5658138180948
Privado,Universidad de Belgrano,26,Facultad de Ciencias Exactas y Naturales,15,0,2601500,2489,4511-4700/4701,,,Villanueva 1324,Villanueva ,1324,POINT (-58.4428478865786 -34.5655427924367),Palermo,Comuna 14,1426,C1426BMJ,-58.4428478865786,-34.5655427924367
Privado,Universidad de Belgrano,26,Departamento de Posgrado y Educación Continua,139,0,2613900,2488,4393-5588/8459/8491,,,Lavalle 485,Lavalle ,485,POINT (-58.3736856429245 -34.6019700127084),San Nicolas,Comuna 1,1047,C1047AAI,-58.3736856429245,-34.6019700127084
Privado,Universidad de Belgrano,26,Escuela de Posgrado de Derecho,188,0,2618800,2559,4788-5400 Int. 3500,,,Zabala 1837,Zabala ,1837,POINT (-58.3715880886931 -34.5866795404173),Retiro,Comuna 1,1426,C1426DQG,-58.3715880886931,-34.5866795404173
Privado,Universidad de Belgrano,26,Escuela de Posgrado en Negocios,189,0,2618900,2559,4788-5400 Int. 2080,,,Zabala 1837,Zabala ,1837,POINT (-58.3715880886931 -34.5866795404173),Retiro,Comuna 1,1426,C1426DQG,-58.3715880886931,-34.5866795404173
Privado,Universidad de Belgrano,26,Facultad de Arquitectura y Urbanismo,211,0,2621100,2559,4788-5400 Internos 345/3406,,,Zabala 1837,Zabala ,1837,POINT (-58.3715880886931 -34.5866795404173),Retiro,Comuna 1,1426,C1426DQG,-58.3715880886931,-34.5866795404173
Privado,Universidad de Belgrano,26,Facultad de Derecho y Ciencias Sociales,229,0,2622900,2559,4788-5400,,,Zabala 1837,Zabala ,1837,POINT (-58.3715880886931 -34.5866795404173),Retiro,Comuna 1,1426,C1426DQG,-58.3715880886931,-34.5866795404173
Privado,Universidad de Belgrano,26,Facultad de Estudios a Distancia y Educación Virtual,233,0,2623300,2487,4511-4740/4576-3903/4511-4711,4511-4716,,Federico Lacroze 1955,Federico Lacroze ,1955,POINT (-58.4410513505111 -34.5658138180948),Palermo,Comuna 14,1426,C1426CPE,-58.4410513505111,-34.5658138180948
Privado,Universidad de Belgrano,26,Facultad de Estudios Para Graduados,234,0,2623400,2559,4788-5400,,,Zabala 1837,Zabala ,1837,POINT (-58.3715880886931 -34.5866795404173),Retiro,Comuna 1,1426,C1426DQG,-58.3715880886931,-34.5866795404173
Privado,Universidad de Belgrano,26,Facultad de Humanidades,238,0,2623800,2559,4788-5400 Internos 3301/3310,,,Zabala 1837,Zabala ,1837,POINT (-58.3715880886931 -34.5866795404173),Retiro,Comuna 1,1426,C1426DQG,-58.3715880886931,-34.5866795404173
Privado,Universidad de Belgrano,26,Facultad de Lenguas y Estudios Extranjeros,243,0,2624300,2559,4788-5400,,,Zabala 1837,Zabala ,1837,POINT (-58.3715880886931 -34.5866795404173),Retiro,Comuna 1,1426,C1426DQG,-58.3715880886931,-34.5866795404173
Público,Universidad de Buenos Aires,27,Rectorado,1,0,2700100,2502,4511-8153 (C)4510-1100 Int. 1204,4510-1213,www.uba.ar,Viamonte 427,Viamonte ,427,POINT (-58.3729066861741 -34.5995726282451),San Nicolas,Comuna 1,1053,C1053ABI,-58.3729066861741,-34.5995726282451
Público,Universidad de Buenos Aires,27,Facultad de Ciencias Económicas,2,0,2700200,2490,4370-6159 (R)4374-4448,4370-6103,www.econ.uba.ar,Av. Córdoba 2122,Av. Córdoba ,2122,POINT (-58.3974112474397 -34.5999163655865),Balvanera,Comuna 3,1120,C1120AAQ,-58.3974112474397,-34.5999163655865
Público,Universidad de Buenos Aires,27,Facultad de Ingeniería,3,0,2700300,2503,/4342-6272/4331-0893 (R)4343-0891,4345-7262,www.fi.uba.ar,Paseo Colón 850,Paseo Colón ,850,POINT (-58.3685173262821 -34.6176774483913),San Telmo,Comuna 1,1063,C1063ACV,-58.3685173262821,-34.6176774483913
Público,Universidad de Buenos Aires,27,Facultad de Ciencias Sociales,4,0,2700400,2498,4508-3813 (C)4508-3800/4508-3804,4508-3818,www.fsoc.uba.ar,Marcelo T. de Alvear 2230,Marcelo T. de Alvear ,2230,POINT (-58.3994057069309 -34.5970649206332),Recoleta,Comuna 2,1122,C1122AAJ,-58.3994057069309,-34.5970649206332
Público,Universidad de Buenos Aires,27,Facultad de Derecho,5,0,2700500,2492,4809-5696/7 (R)4809-5600,4809-5694,www.derecho.uba ar,Av. Pte. Figueroa Alcorta 2263,Av. Pte. Figueroa Alcorta ,2263,POINT (-58.3925445658212 -34.5830090520771),Recoleta,Comuna 2,1425,C1425CKB,-58.3925445658212,-34.5830090520771
Público,Universidad de Buenos Aires,27,Facultad de Medicina,6,0,2700600,2499,5950-9501/02/03 (C)5950-9500/5950-9701,5950-9700,www.fmed.uba.ar,Paraguay 2155,Paraguay ,2155,POINT (-58.3982379522062 -34.5982760082037),Recoleta,Comuna 2,1121,C1121ABG,-58.3982379522062,-34.5982760082037
Público,Universidad de Buenos Aires,27,Facultad de Filosofía y Letras,8,0,2700800,435,4432-9608/0606,4432-0606,www.filo.uba.ar,Puán 470,Puán ,470,POINT (-58.4465481188579 -34.6283157298746),Caballito,Comuna 6,1406,C1406CQJ,-58.4465481188579,-34.6283157298746
Público,Universidad de Buenos Aires,27,Facultad de Ciencias Exactas y Naturales,15,0,2701500,539,4576-3332/3/3300/09,4576-3351,www.fcen.uba.ar,Intendente Guiraldes 2160 (Ciudad Universitaria),Intendente Guiraldes ,2160,POINT (-58.4420654690481 -34.5425007253661),Belgrano,Comuna 13,,,-58.4420654690481,-34.5425007253661
Público,Universidad de Buenos Aires,27,Facultad de Psicología,16,0,2701600,2494,4931-9956/4957-5877 (R)4931-6900,4956-1218,www.psi.uba.ar,Hipólito Yrigoyen 3238,Hipólito Yrigoyen ,3238,POINT (-58.4124497075975 -34.6123723074436),Balvanera,Comuna 3,1207,C1207ABR,-58.4124497075975,-34.6123723074436
Público,Universidad de Buenos Aires,27,Facultad de Psicología,16,1,2701601,2315,,,,Independencia 3065,Independencia ,3065,POINT (-58.408764904323 -34.6197588053272),Balvanera,Comuna 3,1225,C1225AAM,-58.408764904323,-34.6197588053272
Público,Universidad de Buenos Aires,27,"""Doctor Leónidas Anastasi"" (Sede Drago)",30,0,2703000,2495,4576-9852/ 55,4576-9852,,Holmberg 2614,Holmberg ,2614,POINT (-58.4783760166503 -34.5679106119576),Villa Urquiza,Comuna 12,1430,C1430DPB,-58.4783760166503,-34.5679106119576
Público,Universidad de Buenos Aires,27,Ciclo Básico Común,64,0,2706400,2501,5285-4245 Int. 54245,5285-4245 Int.54247,www.cbc.uba.ar,Ramos Mejía 841,Ramos Mejía ,841,POINT (-58.4324071986388 -34.6061541057347),Caballito,Comuna 6,1405,C1405CAE,-58.4324071986388,-34.6061541057347
Público,Universidad de Buenos Aires,27,"Doctor José Luis ROMERO (Sede ""Montes de Oca"")",157,0,2715700,2491,4302-8603,4302-8603,,Av. Montes de Oca 1120,Av. Montes de Oca ,1120,POINT (-58.3744645114351 -34.6409411100544),Barracas,Comuna 4,1270,C1270AAY,-58.3744645114351,-34.6409411100544
Público,Universidad de Buenos Aires,27,Facultad de Agronomía,210,0,2721000,696,4524-8042/4524-8051 (C)4524-8000,4514-8737,www.agro.uba.ar,Av. San Martín 4453,Av. San Martín ,4453,POINT (-58.4823949966844 -34.5978459479543),Agronomia,Comuna 15,1417,C1417DSE,-58.4823949966844,-34.5978459479543
Público,Universidad de Buenos Aires,27,"Facultad de Arquitectura, Diseño y Urbanismo",212,0,2721200,539,4789-6201[C]4789-6200,4576-3205,www.fadu.uba.ar,Intendente Guiraldes 2160 (Ciudad Universitaria),Intendente Guiraldes ,2160,POINT (-58.4420654690481 -34.5425007253661),Belgrano,Comuna 13,,,-58.4420654690481,-34.5425007253661
Público,Universidad de Buenos Aires,27,Facultad de Ciencias Veterinarias,224,0,2722400,1857,4524-8402/06 (R)4524-8400,4514-8968,www.fvet.uba.ar,Chorroarín 280,Chorroarín ,280,POINT (-58.4777539906825 -34.595813015766),Agronomia,Comuna 15,1427,C1427CWO,-58.4777539906825,-34.595813015766
Público,Universidad de Buenos Aires,27,Facultad de Farmacia y Bioquímica,235,0,2723500,2496,49648222 (C)4964-8200,4508-3648,www.ffyb.uba.ar,Junín 954,Junín ,954,POINT (-58.3976141459242 -34.5978717774785),Recoleta,Comuna 2,1113,C1113AAD,-58.3976141459242,-34.5978717774785
Público,Universidad de Buenos Aires,27,Facultad de Odontología,246,0,2724600,2497,4508-3956/4964-1238/1239 (R)4964-1200,4508-3956,www.odon.uba.ar,Marcelo T. de Alvear 2142,Marcelo T. de Alvear ,2142,POINT (-58.3982115969048 -34.597266245247),Recoleta,Comuna 2,1122,C1122AAH,-58.3982115969048,-34.597266245247
Público,Universidad de Buenos Aires,27,"Sede - ""Tucumán""(ex ""Uriburu"")",294,0,2729400,2500,4508-3977,4508-3977,,Tucumán 3177,Tucumán ,3177,POINT (-58.4103956969497 -34.6004693034139),Balvanera,Comuna 3,1189,C1189AAI,-58.4103956969497,-34.6004693034139
Público,Universidad de Buenos Aires,27,"Sede "" Parque Centenario""",295,0,2729500,2501,4958-7870,4958-7870,,Ramos Mejía 841,Ramos Mejía ,841,POINT (-58.4324071986388 -34.6061541057347),Caballito,Comuna 6,1405,C1405CAE,-58.4324071986388,-34.6061541057347
Público,Universidad de Buenos Aires,27,"Sede "" Paternal""",296,0,2729600,696,4514-8980,4514-8980,,Av. San Martín 4453,Av. San Martín ,4453,POINT (-58.4823949966844 -34.5978459479543),Agronomia,Comuna 15,1417,C1417DSE,-58.4823949966844,-34.5978459479543
Público,Universidad de Buenos Aires,27,"Sede ""Devoto"" (Facultad de Agronomía)",297,0,2729700,2493,4580-2825/2826,4504-7712,,Habana 3870,Habana ,3870,POINT (-58.5122862722853 -34.597359323725),Villa Devoto,Comuna 11,1419,C1419GRD,-58.5122862722853,-34.597359323725
Público,Universidad de Buenos Aires,27,Sede Ciclo Básico Común,302,0,2730200,539,4789-6035,4789-6035,,Intendente Guiraldes 2160 (Ciudad Universitaria),Intendente Guiraldes ,2160,POINT (-58.4420654690481 -34.5425007253661),Belgrano,Comuna 13,,,-58.4420654690481,-34.5425007253661
Público,Universidad de Buenos Aires,27,Sede Lugano,305,0,2730500,2429,4601-8508,4601-8508,www.cbc.uba.ar/sede 39,Fsco. Fernández de la Cruz 5430,Fsco. Fernández de la Cruz ,5430,POINT (-58.4652004319812 -34.6793035619611),Villa Lugano,Comuna 8,,,-58.4652004319812,-34.6793035619611
Público,Universidad de Buenos Aires,27,"Sub - Sede ""Puán"" (Facultad de Filosofía y Letras)",308,0,2730800,435,4431-5806/0606,4432-3525,,Puán 470,Puán ,470,POINT (-58.4465481188579 -34.6283157298746),Caballito,Comuna 6,1406,C1406CQJ,-58.4465481188579,-34.6283157298746
Privado,Universidad de Ciencias Empresariales y Sociales,28,Rectorado,1,0,2800100,2504,4815-3290 Int.371,4815-3290,www.uces.edu.ar,Libertad 926,Libertad ,926,POINT (-58.384216501586 -34.597818935354),Retiro,Comuna 1,1012,C1012AAT,-58.384216501586,-34.597818935354
Privado,Universidad de Ciencias Empresariales y Sociales,28,Facultad de Ciencias Económicas,2,0,2800200,2507,4815-3290 Int. 831,4816-5144,,Paraguay 1457,Paraguay ,1457,POINT (-58.3877573489281 -34.5982026220601),Recoleta,Comuna 2,1061,C1061ABA,-58.3877573489281,-34.5982026220601
Privado,Universidad de Ciencias Empresariales y Sociales,28,Departamento de Investigación,7,0,2800700,2506,4815-3290 Int.726,4815-3290,,Paraguay 1332,Paraguay ,1332,POINT (-58.3859120297636 -34.5983024496721),Retiro,Comuna 1,1057,C1057AAV,-58.3859120297636,-34.5983024496721
Privado,Universidad de Ciencias Empresariales y Sociales,28,Facultad de Ciencias de la Salud,9,0,2800900,2505,4815-3290 Int. 463,4813-2915,,Paraguay 1239,Paraguay ,1239,POINT (-58.3845555383922 -34.5979874444319),Retiro,Comuna 1,1057,C1057AAS,-58.3845555383922,-34.5979874444319
Privado,Universidad de Ciencias Empresariales y Sociales,28,Facultad de Ciencias de la Comunicación,10,0,2801000,2507,4815-3290 Int. 681,4814-3290,,Paraguay 1457,Paraguay ,1457,POINT (-58.3877573489281 -34.5982026220601),Recoleta,Comuna 2,1061,C1061ABA,-58.3877573489281,-34.5982026220601
Privado,Universidad de Ciencias Empresariales y Sociales,28,Facultad de Ciencias Empresariales,17,0,2801700,2506,4815-3290 Int.151,4815-3290,,Paraguay 1332,Paraguay ,1332,POINT (-58.3859120297636 -34.5983024496721),Retiro,Comuna 1,1057,C1057AAV,-58.3859120297636,-34.5983024496721
Privado,Universidad de Ciencias Empresariales y Sociales,28,Facultad de Psicología y Ciencias Sociales,20,0,2802000,2508,4815-7361/8028 Int. 202,4815-7361,,Paraná 817,Paraná ,817,POINT (-58.3880143344974 -34.5991003341167),Recoleta,Comuna 2,1017,C1017AAQ,-58.3880143344974,-34.5991003341167
Privado,Universidad de Ciencias Empresariales y Sociales,28,Departamento de Capacitación Docente,90,0,2809000,2504,4815-3290 Int.469,4815-3290,,Libertad 926,Libertad ,926,POINT (-58.384216501586 -34.597818935354),Retiro,Comuna 1,1012,C1012AAT,-58.384216501586,-34.597818935354
Privado,Universidad de Ciencias Empresariales y Sociales,28,Departamento de Deportes,99,0,2809900,2506,4815-3290 Int.128,4815-3290,,Paraguay 1332,Paraguay ,1332,POINT (-58.3859120297636 -34.5983024496721),Retiro,Comuna 1,1057,C1057AAV,-58.3859120297636,-34.5983024496721
Privado,Universidad de Ciencias Empresariales y Sociales,28,Departamento de Desarrollo y Práctica Profesional,104,0,2810400,2504,4815-3290 Int.207,4815-3290,,Libertad 926,Libertad ,926,POINT (-58.384216501586 -34.597818935354),Retiro,Comuna 1,1012,C1012AAT,-58.384216501586,-34.597818935354
Privado,Universidad de Ciencias Empresariales y Sociales,28,Departamento de Relaciones Internacionales,144,0,2814400,2504,4815-3290 Int.365,4815-3290,,Libertad 926,Libertad ,926,POINT (-58.384216501586 -34.597818935354),Retiro,Comuna 1,1012,C1012AAT,-58.384216501586,-34.597818935354
Privado,Universidad de Ciencias Empresariales y Sociales,28,Facultad de Ciencias de la Educación,216,0,2821600,2509,4815-7361/8028,4815-3290,,Rodriguez Peña 1085,Rodriguez Pe,1085,POINT (-58.3917613673976 -34.596087954723),Recoleta,Comuna 2,1020,C1020ADU,-58.3917613673976,-34.596087954723
Privado,Universidad de Ciencias Empresariales y Sociales,28,Facultad de Ciencias Jurídicas y Políticas,223,0,2822300,2507,4815-3290 Int.716,4815-3290,,Paraguay 1457,Paraguay ,1457,POINT (-58.3877573489281 -34.5982026220601),Recoleta,Comuna 2,1061,C1061ABA,-58.3877573489281,-34.5982026220601
Privado,Universidad de Flores,29,Rectorado,1,0,2900100,2519,4610-9050 [C]4611-4800,4610-9050,www.uflo.edu.ar,Av. Nazca 274,Av. Nazca ,274,POINT (-58.4707937934327 -34.6287071418312),Flores,Comuna 7,1406,C1406AJO,-58.4707937934327,-34.6287071418312
Privado,Universidad de Flores,29,Facultad de Ingeniería,3,0,2900300,2182,4610-9300,4610-9300,,Pedernera 275,Pedernera ,275,POINT (-58.4628364631269 -34.6325653781113),Flores,Comuna 7,1406,C1406EEE,-58.4628364631269,-34.6325653781113
Privado,Universidad de Flores,29,Facultad de Derecho,5,0,2900500,2182,4610-9300,4610-9300,,Pedernera 275,Pedernera ,275,POINT (-58.4628364631269 -34.6325653781113),Flores,Comuna 7,1406,C1406EEE,-58.4628364631269,-34.6325653781113
Privado,Universidad de Flores,29,Facultad de Psicología y Ciencias Sociales,20,0,2902000,2182,4610-9300,4610-9300,,Pedernera 275,Pedernera ,275,POINT (-58.4628364631269 -34.6325653781113),Flores,Comuna 7,1406,C1406EEE,-58.4628364631269,-34.6325653781113
Privado,Universidad de Flores,29,Facultad de Actividad Física y Deporte,206,0,2920600,2182,4610-9300,4610-9300,,Pedernera 275,Pedernera ,275,POINT (-58.4628364631269 -34.6325653781113),Flores,Comuna 7,1406,C1406EEE,-58.4628364631269,-34.6325653781113
Privado,Universidad de Flores,29,Facultad de Administración,207,0,2920700,2182,4610-9300,4610-9300,,Pedernera 275,Pedernera ,275,POINT (-58.4628364631269 -34.6325653781113),Flores,Comuna 7,1406,C1406EEE,-58.4628364631269,-34.6325653781113
Privado,Universidad de Flores,29,Facultad de Planeamiento Socioambiental,247,0,2924700,2520,4610-9300,4610-9300,,Pedernera 288,Pedernera ,288,POINT (-58.462562552227 -34.6326318479624),Flores,Comuna 7,1406,C1406EEF,-58.462562552227,-34.6326318479624
Privado,Universidad de la Marina Mercante,30,Rectorado,1,0,3000100,2510,4953-9000/4952-4700,4953-9000,www.udemm.edu.ar,Av. Rivadavia 2258,Av. Rivadavia ,2258,POINT (-58.3983730130022 -34.609827597834),Balvanera,Comuna 3,1034,C1034ACO,-58.3983730130022,-34.609827597834
Privado,Universidad de la Marina Mercante,30,Facultad de Ingeniería,3,0,3000300,2510,4953-9000/4952-4700,4953-9000,,Av. Rivadavia 2258,Av. Rivadavia ,2258,POINT (-58.3983730130022 -34.609827597834),Balvanera,Comuna 3,1034,C1034ACO,-58.3983730130022,-34.609827597834
Privado,Universidad de la Marina Mercante,30,Facultad de Administración y Economía,208,0,3020800,2510,4953-9000/4952-4700,4953-9000,,Av. Rivadavia 2258,Av. Rivadavia ,2258,POINT (-58.3983730130022 -34.609827597834),Balvanera,Comuna 3,1034,C1034ACO,-58.3983730130022,-34.609827597834
Privado,Universidad de la Marina Mercante,30,"Facultad de Ciencias Jurícas, Sociales y de la Cominicación",221,0,3022100,2510,4953-9000/4952-4700,4953-9000,,Av. Rivadavia 2258,Av. Rivadavia ,2258,POINT (-58.3983730130022 -34.609827597834),Balvanera,Comuna 3,1034,C1034ACO,-58.3983730130022,-34.609827597834
Privado,Universidad de la Marina Mercante,30,Facultades de Humanidades,255,0,3025500,2511,4951-3022,4951-3022,,Pres José E. Uriburu 53,Pres José E. Uriburu ,53,POINT (-58.3975051814613 -34.6090193395087),Balvanera,Comuna 3,1027,C1027AAA,-58.3975051814613,-34.6090193395087
Privado,Universidad de Morón,31,Anexo Académico Barrio Norte,31,0,3103100,1066,4821-2616/4822-6824,,,José Evaristo Uriburu 1022/1045,José Evaristo Uriburu ,1022,POINT (-58.3985614985233 -34.5962500801909),Recoleta,Comuna 2,1114,C1114AAF,-58.3985614985233,-34.5962500801909
Privado,Universidad de Morón,31,Anexo Académico Escuela Argentina de Negocios,32,0,3103200,1083,4326-4860,,,Esmeralda 321,Esmeralda ,321,POINT (-58.3779172243969 -34.6044326490099),San Nicolas,Comuna 1,1035,C1035ABG,-58.3779172243969,-34.6044326490099
Privado,Universidad de Morón,31,Anexo Académico Instituto Argentino de Seguridad,33,0,3103300,1027,4375-0104,,,Av. Callao 262,Av. Callao ,262,POINT (-58.3923434210079 -34.6060690397653),Balvanera,Comuna 3,1022,C1022AAP,-58.3923434210079,-34.6060690397653
Privado,Universidad de Morón,31,Anexo Academico Instituto de Capacitación Inmobiliaria [Camara Inmobiliaria Argentina],34,0,3103400,1092,5031-3333,,,Bartolomé Mitre 784,Bartolomé Mitre ,784,POINT (-58.3775834552214 -34.6071123378646),San Nicolas,Comuna 1,1036,C1036AAN,-58.3775834552214,-34.6071123378646
Privado,Universidad de Morón,31,Anexo Académico Villa Urquiza - Colegio Tomás Devoto,35,0,3103500,2518,4573-3897,,,"Roosevelt, Franklin D. 5678","Roosevelt, Franklin D. ",5678,POINT (-58.4936192824809 -34.5769342014019),Villa Urquiza,Comuna 12,1431,C1431BZR,-58.4936192824809,-34.5769342014019
Privado,Universidad de Morón,31,Anexo Caballito Gestión Hotelera,36,0,3103600,1333,4581-8001,,,Nicasio Oroño 942,Nicasio Oro,942,POINT (-58.4545008152602 -34.6137763525253),Caballito,Comuna 6,1405,C1405AQL,-58.4545008152602,-34.6137763525253
Privado,Universidad de Morón,31,Anexo Caballito Nuevo Sol - Fac.02,37,0,3103700,2517,5627-2000 Int. 402,,,Gregorio Aráoz Alfaro 251,Gregorio Aráoz Alfaro ,251,POINT (-58.4346262212037 -34.6148368119853),Caballito,Comuna 6,1405,C1405CIA,-58.4346262212037,-34.6148368119853
Privado,Universidad de Morón,31,"Anexo Caballito Nuevo Sol - Fac.07""Facultad de Ciencias Aplicadas al Turismo y a la Población",38,0,3103800,1321,,,,Gregorio Aráoz Alfaro 373,Gregorio Aráoz Alfaro ,373,POINT (-58.4360620433894 -34.6153785969482),Caballito,Comuna 6,1405,C1405CIC,-58.4360620433894,-34.6153785969482
Privado,Universidad de Morón,31,Asociación Argentina de Instrumentsdoras,47,0,3104700,2512,4863-4449,,,Tucumán 3667,Tucumán ,3667,POINT (-58.4168682911043 -34.5989224384215),Almagro,Comuna 5,1189,C1189AAS,-58.4168682911043,-34.5989224384215
Privado,Universidad de Morón,31,"Hospital Militar Central H. Gral.601 "" Cir my. Dr. Cosme Argerich",256,0,3125600,1450,45765737,,,Av. Luis María Campos 726,Av. Luis María Campos ,726,POINT (-58.4361085827932 -34.570135236824),Palermo,Comuna 14,1426,C1426BOS,-58.4361085827932,-34.570135236824
